yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Unnamed: 0	mHl	mHh	mA	mHp	alpha	m11sq	m22sq	v	S	STU_chisq	T	U	b_A_WpHm	b_A_ZHh	b_A_ZHl	b_A_Zgam	b_A_bb	b_A_cc	b_A_gamgam	b_A_gg	b_A_mumu	b_A_ss	b_A_tautau	b_A_tt	b_Hh_AA	b_Hh_HlHl	b_Hh_HpHm	b_Hh_WW	b_Hh_WpHm	b_Hh_ZA	b_Hh_ZZ	b_Hh_Zgam	b_Hh_bb	b_Hh_cc	b_Hh_gamgam	b_Hh_gg	b_Hh_mumu	b_Hh_ss	b_Hh_tautau	b_Hh_tt	b_Hl_AA	b_Hl_HpHm	b_Hl_WW	b_Hl_WpHm	b_Hl_ZA	b_Hl_ZZ	b_Hl_Zgam	b_Hl_bb	b_Hl_cc	b_Hl_gamgam	b_Hl_gg	b_Hl_mumu	b_Hl_ss	b_Hl_tautau	b_Hl_tt	b_Hp_WA	b_Hp_WHh	b_Hp_WHl	b_Hp_cb	b_Hp_cd	b_Hp_cs	b_Hp_munu	b_Hp_taunu	b_Hp_tb	b_Hp_td	b_Hp_ts	b_Hp_ub	b_Hp_us	b_t_Hpb	b_t_Wb	c_Add_o	c_All_o	c_Auu_o	c_HhAZ	c_HhHpHm	c_HhVV	c_Hhdd_e	c_Hhll_e	c_Hhuu_e	c_HlAZ	c_HlHpHm	c_HlVV	c_Hldd_e	c_Hlll_e	c_Hluu_e	hb_A_channel	hb_A_ncombined	hb_A_obsratio	hb_A_result	hb_Hh_channel	hb_Hh_ncombined	hb_Hh_obsratio	hb_Hh_result	hb_Hl_channel	hb_Hl_ncombined	hb_Hl_obsratio	hb_Hl_result	hb_Hp_channel	hb_Hp_ncombined	hb_Hp_obsratio	hb_Hp_result	hb_channel	hb_result	hs_chisqMass	hs_chisqMu	hs_deltaChisq	maxEV	mu_A_WW	mu_A_ZZ	mu_A_bb	mu_A_bb_VH	mu_A_gamgam	mu_A_tautau	mu_Hh_WW	mu_Hh_ZZ	mu_Hh_bb	mu_Hh_bb_VH	mu_Hh_gamgam	mu_Hh_tautau	mu_Hl_WW	mu_Hl_ZZ	mu_Hl_bb	mu_Hl_bb_VH	mu_Hl_gamgam	mu_Hl_tautau	w_A	w_Hh	w_Hl	w_Hp	w_t	x_A_bbH	x_A_ggH	x_Hh_bbH	x_Hh_ggH	x_Hl_bbH	x_Hl_ggH	x_tHpm	xs_HlHl_LO	xs_HlHh_LO	xs_HhHh_LO	xs_AHl_LO	xs_AHh_LO	xs_AA_LO	lam_HSMHSMHSM	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	omega_CB	omega_1	omega_2	omega_CP	v_NLO
2	0.17259130377329598	0.31011410850564597	10.755617604068698	-6.10991374635283	-4.4124856353319695	220944.82815232102	1.3624174772434101	1076	125.09	680.7526300635859	854.806002742835	884.390096082224	-0.63777360057465	294593.191908555	153587.047124767	246.219650794137	-0.007277704868391999	5.88264797098889	0.110322036927315	0.00017970462767700002	0.0	0.22364075154969604	0.000141948546774	1.67490086951718e-06	0.000785361015204	1.1264592837953801e-05	4.909429319018969e-06	0.001691044467596	4.21483851211707e-07	2.94843683228397e-07	0.00011919450727500001	0.773603134662894	0.0	0.0006391444187230001	0	0.00014388588329299998	0.0	0.0	7.01293035584104e-05	1.98311859656056e-06	0.0012764243396549998	1.87558946271635e-05	6.6384810179953595e-06	0.002217096432894	6.69867215508079e-07	4.674071716453e-07	0.000189430574562	0.9954353742786859	0	0	0.20761792152116001	0	0	0.025965718621288998	0.001514562321747	0.5937336400001251	0.028515194707403	0.002211950395757	0.076135581346318	0.00022606911956	0.00022417440435699998	0.063855187562284	0	9.273775684820879e-07	0.3577001580306479	0.00013259329774400002	1.1243374298731899e-06	4.6757073119589797e-07	8.96521121636229e-06	3.62506956683344e-07	0.000102516057115	0.6409578227148249	4.8211398265451796e-05	0.0010468311803530001	8.046417745833092e-09	1.22707302019416e-08	0	1	1.3624174772434101	1.3624174772434101	0.733989409783048	0.99998942802236	19.9709091156894	-0.00459824352469	1.3578048302716201	1.3578048302716201	-0.73857989358811	-0.00459824352469	-2649.09203285504	0.99998942802236	1.00625415536502	1.00625415536502	0.996614365971635	806	1	0.010745015739769001	1	769	1	0.781969805544119	1	386	1	0.7900532948654191	1	668	1	0.32284648209871697	1	386	1	2.1060000000001603e-25	84.7015161531424	0.264296216842411	16.865531350421602	0	0	10.757456049602098	9.92035742800827	6.5709694837212895	10.759571973564901	0.000111590903	0.00011167061964700002	9.59580083091902	8.824139338604029	21.2861620842129	9.752445094396759	0.984711198276013	0.976143379534509	1.00107885507658	1.00726345101868	0.9519843319704209	1.00192449532936	27.582242109821202	13.7277001413827	0.004105040136603	33.179548251033694	1.3170440219205302	0.00039764928639099997	0.216963922096151	0.0012424814362960001	0.568570148818463	0.550470970777633	43.451412947458	0.039210994313882	0.020844087778316003	0.0007914445441230001	1.08874171223191e-05	0.001124974726496	7.75421069496172e-06	1.0517509025998599e-05	-0.9978870000000001	-36967.1	-39773	404.611	-0.49625	-1.99905	-2.74331	0	-0.857312	9.31323e-09	3.72529e-09	0	-5.78906e-07	145.69	198.491	1.75219e-06	246.22
